case_id,split,image_path,mask_path,height,width,fg_ratio,orig_height,orig_width,orig_channels,intensity_min,intensity_max,mask_unique_values,is_empty,is_too_small,is_too_large,is_abnormal
ISIC_0001106,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0001106.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0001106_segmentation.png,256,256,0.248169,2592,3872,3,34.0,175.0,"[0, 255]",False,False,False,False
ISIC_0000239,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000239.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000239_segmentation.png,256,256,0.413086,768,1024,3,22.0,255.0,"[0, 255]",False,False,False,False
ISIC_0000391,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000391.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000391_segmentation.png,256,256,0.38063,2304,3072,3,24.0,246.0,"[0, 255]",False,False,False,False
ISIC_0010339,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010339.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010339_segmentation.png,256,256,0.116852,768,1024,3,17.0,255.0,"[0, 255]",False,False,False,False
ISIC_0000307,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000307.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000307_segmentation.png,256,256,0.764297,576,767,3,0.0,255.0,"[0, 255]",False,False,False,False
ISIC_0011213,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0011213.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0011213_segmentation.png,256,256,0.039444,768,1024,3,10.0,207.0,"[0, 255]",False,False,False,False
ISIC_0012363,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012363.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012363_segmentation.png,256,256,0.055237,2848,4288,3,7.0,194.0,"[0, 255]",False,False,False,False
ISIC_0001134,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0001134.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0001134_segmentation.png,256,256,0.081406,2304,3072,3,0.0,255.0,"[0, 255]",False,False,False,False
ISIC_0012159,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012159.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012159_segmentation.png,256,256,0.053024,2000,3008,3,52.0,239.0,"[0, 255]",False,False,False,False
ISIC_0012137,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012137.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012137_segmentation.png,256,256,0.048035,2000,3008,3,6.0,255.0,"[0, 255]",False,False,False,False
ISIC_0009885,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0009885.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0009885_segmentation.png,256,256,0.059814,768,1024,3,12.0,223.0,"[0, 255]",False,False,False,False
ISIC_0011104,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0011104.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0011104_segmentation.png,256,256,0.431107,768,1024,3,25.0,255.0,"[0, 255]",False,False,False,False
ISIC_0009965,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0009965.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0009965_segmentation.png,256,256,0.399155,768,1024,3,53.0,221.0,"[0, 255]",False,False,False,False
ISIC_0009920,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0009920.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0009920_segmentation.png,256,256,0.316589,768,1024,3,77.0,255.0,"[0, 255]",False,False,False,False
ISIC_0011150,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0011150.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0011150_segmentation.png,256,256,0.121185,768,1024,3,12.0,255.0,"[0, 255]",False,False,False,False
ISIC_0008280,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0008280.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0008280_segmentation.png,256,256,0.059433,2016,3024,3,0.0,255.0,"[0, 255]",False,False,False,False
ISIC_0000495,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000495.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000495_segmentation.png,256,256,0.208969,802,919,3,7.0,214.0,"[0, 255]",False,False,False,False
ISIC_0000030,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000030.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000030_segmentation.png,256,256,0.497726,1129,1503,3,0.0,228.0,"[0, 255]",False,False,False,False
ISIC_0012320,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012320.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012320_segmentation.png,256,256,0.041962,2000,3008,3,6.0,237.0,"[0, 255]",False,False,False,False
ISIC_0009344,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0009344.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0009344_segmentation.png,256,256,0.060165,2848,4288,3,0.0,231.0,"[0, 255]",False,False,False,False
ISIC_0010344,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010344.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010344_segmentation.png,256,256,0.223129,768,1024,3,39.0,255.0,"[0, 255]",False,False,False,False
ISIC_0001181,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0001181.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0001181_segmentation.png,256,256,0.031052,2848,4288,3,7.0,230.0,"[0, 255]",False,False,False,False
ISIC_0000188,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000188.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000188_segmentation.png,256,256,0.584061,1036,1502,3,0.0,255.0,"[0, 255]",False,False,False,False
ISIC_0000508,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000508.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000508_segmentation.png,256,256,0.192505,717,1019,3,37.0,255.0,"[0, 255]",False,False,False,False
ISIC_0010496,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010496.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010496_segmentation.png,256,256,0.360947,768,1024,3,35.0,229.0,"[0, 255]",False,False,False,False
ISIC_0009929,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0009929.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0009929_segmentation.png,256,256,0.021851,768,1024,3,0.0,232.0,"[0, 255]",False,False,False,False
ISIC_0000409,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000409.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000409_segmentation.png,256,256,0.089493,1909,2601,3,11.0,209.0,"[0, 255]",False,False,False,False
ISIC_0010010,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010010.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010010_segmentation.png,256,256,0.112564,768,1024,3,21.0,231.0,"[0, 255]",False,False,False,False
ISIC_0000032,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000032.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000032_segmentation.png,256,256,0.329254,1129,1504,3,0.0,200.0,"[0, 255]",False,False,False,False
ISIC_0012118,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012118.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012118_segmentation.png,256,256,0.04068,2000,3008,3,9.0,242.0,"[0, 255]",False,False,False,False
ISIC_0010449,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010449.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010449_segmentation.png,256,256,0.314148,768,1024,3,40.0,220.0,"[0, 255]",False,False,False,False
ISIC_0000324,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000324.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000324_segmentation.png,256,256,0.354477,576,767,3,0.0,255.0,"[0, 255]",False,False,False,False
ISIC_0012551,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012551.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012551_segmentation.png,256,256,0.032318,2848,4288,3,6.0,226.0,"[0, 255]",False,False,False,False
ISIC_0001306,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0001306.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0001306_segmentation.png,256,256,0.033752,2016,3024,3,3.0,255.0,"[0, 255]",False,False,False,False
ISIC_0000250,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000250.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000250_segmentation.png,256,256,0.312943,768,1024,3,0.0,251.0,"[0, 255]",False,False,False,False
ISIC_0008600,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0008600.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0008600_segmentation.png,256,256,0.136169,2016,3024,3,7.0,211.0,"[0, 255]",False,False,False,False
ISIC_0004715,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0004715.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0004715_segmentation.png,256,256,0.081009,2016,3024,3,17.0,242.0,"[0, 255]",False,False,False,False
ISIC_0010444,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010444.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010444_segmentation.png,256,256,0.040314,768,1024,3,17.0,171.0,"[0, 255]",False,False,False,False
ISIC_0012511,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012511.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012511_segmentation.png,256,256,0.052917,2848,4288,3,4.0,221.0,"[0, 255]",False,False,False,False
ISIC_0000491,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000491.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000491_segmentation.png,256,256,0.519821,802,919,3,7.0,158.0,"[0, 255]",False,False,False,False
ISIC_0011114,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0011114.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0011114_segmentation.png,256,256,0.162033,768,1024,3,5.0,220.0,"[0, 255]",False,False,False,False
ISIC_0000434,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000434.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000434_segmentation.png,256,256,0.28833,2304,3072,3,46.0,246.0,"[0, 255]",False,False,False,False
ISIC_0012306,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012306.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012306_segmentation.png,256,256,0.026276,2000,3008,3,12.0,233.0,"[0, 255]",False,False,False,False
ISIC_0011218,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0011218.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0011218_segmentation.png,256,256,0.088058,768,1024,3,0.0,206.0,"[0, 255]",False,False,False,False
ISIC_0011390,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0011390.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0011390_segmentation.png,256,256,0.763824,768,1024,3,76.0,237.0,"[0, 255]",False,False,False,False
ISIC_0011089,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0011089.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0011089_segmentation.png,256,256,0.238541,768,1024,3,73.0,220.0,"[0, 255]",False,False,False,False
ISIC_0000023,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000023.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000023_segmentation.png,256,256,0.176849,1129,1504,3,0.0,191.0,"[0, 255]",False,False,False,False
ISIC_0010173,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010173.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010173_segmentation.png,256,256,0.112732,768,1024,3,30.0,218.0,"[0, 255]",False,False,False,False
ISIC_0007788,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0007788.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0007788_segmentation.png,256,256,0.101669,2848,4288,3,1.0,206.0,"[0, 255]",False,False,False,False
ISIC_0000490,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000490.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000490_segmentation.png,256,256,0.297485,802,919,3,4.0,160.0,"[0, 255]",False,False,False,False
ISIC_0010595,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010595.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010595_segmentation.png,256,256,0.402298,768,1024,3,21.0,255.0,"[0, 255]",False,False,False,False
ISIC_0000232,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000232.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000232_segmentation.png,256,256,0.17926,645,960,3,0.0,255.0,"[0, 255]",False,False,False,False
ISIC_0000067,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000067.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000067_segmentation.png,256,256,0.276306,722,962,3,6.0,229.0,"[0, 255]",False,False,False,False
ISIC_0000521,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000521.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000521_segmentation.png,256,256,0.535751,2304,3072,3,14.0,229.0,"[0, 255]",False,False,False,False
ISIC_0001163,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0001163.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0001163_segmentation.png,256,256,0.097656,2016,3024,3,0.0,255.0,"[0, 255]",False,False,False,False
ISIC_0004168,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0004168.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0004168_segmentation.png,256,256,0.030914,2848,4288,3,10.0,255.0,"[0, 255]",False,False,False,False
ISIC_0010370,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010370.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010370_segmentation.png,256,256,0.334351,768,1024,3,47.0,255.0,"[0, 255]",False,False,False,False
ISIC_0000511,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000511.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000511_segmentation.png,256,256,0.508484,802,919,3,15.0,254.0,"[0, 255]",False,False,False,False
ISIC_0010205,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0010205.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0010205_segmentation.png,256,256,0.091461,768,1024,3,17.0,255.0,"[0, 255]",False,False,False,False
ISIC_0012455,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012455.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012455_segmentation.png,256,256,0.054474,2000,3008,3,8.0,202.0,"[0, 255]",False,False,False,False
ISIC_0011156,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0011156.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0011156_segmentation.png,256,256,0.501373,768,1024,3,12.0,222.0,"[0, 255]",False,False,False,False
ISIC_0009973,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0009973.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0009973_segmentation.png,256,256,0.270081,768,1024,3,22.0,254.0,"[0, 255]",False,False,False,False
ISIC_0000172,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000172.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000172_segmentation.png,256,256,0.358276,674,962,3,2.0,255.0,"[0, 255]",False,False,False,False
ISIC_0009956,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0009956.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0009956_segmentation.png,256,256,0.270813,768,1024,3,0.0,234.0,"[0, 255]",False,False,False,False
ISIC_0012248,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012248.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012248_segmentation.png,256,256,0.373688,2848,4288,3,31.0,251.0,"[0, 255]",False,False,False,False
ISIC_0011157,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0011157.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0011157_segmentation.png,256,256,0.152466,768,1024,3,41.0,254.0,"[0, 255]",False,False,False,False
ISIC_0012506,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012506.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012506_segmentation.png,256,256,0.017548,2848,4288,3,2.0,228.0,"[0, 255]",False,False,False,False
ISIC_0012235,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0012235.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0012235_segmentation.png,256,256,0.048645,2848,4288,3,12.0,228.0,"[0, 255]",False,False,False,False
ISIC_0000091,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0000091.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0000091_segmentation.png,256,256,0.137848,1536,2048,3,0.0,254.0,"[0, 255]",False,False,False,False
ISIC_0004110,train,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1-2_Training_Input\ISIC2018_Task1-2_Training_Input\ISIC_0004110.jpg,F:\PythonProjects\cv_study_project\data\ISIC2018_Task1_Training_GroundTruth\ISIC2018_Task1_Training_GroundTruth\ISIC_0004110_segmentation.png,256,256,0.133087,2016,3024,3,7.0,255.0,"[0, 255]",False,False,False,False
